AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	description	env_biome	env_feature	host	organism	sample_title	seq_methods	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Platform	SRA_Study	collection_date	env_material	geo_loc_name	lat_lon
501	SAMN08542701	SRX3702833	20x_ACC_Mock_DNA3_S368_L001_R1_001.fastq.20x_ACC_Mock_DNA3	0	0	synthetic metagenome	2018-02-16	SRR6729637	SRS2961347	20x_ACC_Mock_DNA3	artificial_community	mock community	mock community	mock community	synthetic metagenome	20x_ACC_Mock_DNA3	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542559	SRX3702832	30x_PL_Mock_DNA5_S170_L001_R1_001.fastq.30x_PL_Mock_DNA5	39	26	synthetic metagenome	2018-02-16	SRR6729638	SRS2961381	30x_PL_Mock_DNA5	artificial_community	mock community	mock community	mock community	synthetic metagenome	30x_PL_Mock_DNA5	PL_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542514	SRX3702831	35x_ACC_Water_S348_L001_R1_001.fastq.35x_ACC_Water	1	1	aquatic metagenome	2018-02-16	SRR6729639	SRS2961345	35x_ACC_Water	blank	blank control	blank control	blank control	aquatic metagenome	35x_ACC_Water	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542551	SRX3702830	30x_PL_PMM_FS_DA10017_S110_L001_R1_001.fastq.30x_PL_PMM_FS_DA10017	49	32	human gut metagenome	2018-02-16	SRR6729640	SRS2961382	30x_PL_PMM_FS_DA10017	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	30x_PL_PMM_FS_DA10017	PL_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542592	SRX3702829	30x_K_Mock_DNA1_S129_L001_R1_001.fastq.30x_K_Mock_DNA1	1	1	synthetic metagenome	2018-02-16	SRR6729641	SRS2961346	30x_K_Mock_DNA1	artificial_community	mock community	mock community	mock community	synthetic metagenome	30x_K_Mock_DNA1	K_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542485	SRX3702828	35x_Q5_Mock_DNA2_S261_L001_R1_001.fastq.35x_Q5_Mock_DNA2	13	9	synthetic metagenome	2018-02-16	SRR6729642	SRS2961344	35x_Q5_Mock_DNA2	artificial_community	mock community	mock community	mock community	synthetic metagenome	35x_Q5_Mock_DNA2	Q5_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542550	SRX3702827	30x_PL_PMM_FS_DA10029_S121_L001_R1_001.fastq.30x_PL_PMM_FS_DA10029	52	35	human gut metagenome	2018-02-16	SRR6729643	SRS2961343	30x_PL_PMM_FS_DA10029	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	30x_PL_PMM_FS_DA10029	PL_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542705	SRX3702826	15x_Q5_PMM_FS_DA10040_S234_L001_R1_001.fastq.15x_Q5_PMM_FS_DA10040	3	2	human gut metagenome	2018-02-16	SRR6729644	SRS2961339	15x_Q5_PMM_FS_DA10040	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	15x_Q5_PMM_FS_DA10040	Q5_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542660	SRX3702834	20x_Q5_PMM_FS_DA10040_S235_L001_R1_001.fastq.20x_Q5_PMM_FS_DA10040	18	12	human gut metagenome	2018-02-16	SRR6729636	SRS2961348	20x_Q5_PMM_FS_DA10040	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	20x_Q5_PMM_FS_DA10040	Q5_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542643	SRX3702824	25x_K_PMM_FS_DA10029_S217_L001_R1_001.fastq.25x_K_PMM_FS_DA10029	2	1	human gut metagenome	2018-02-16	SRR6729646	SRS2961341	25x_K_PMM_FS_DA10029	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	25x_K_PMM_FS_DA10029	K_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
